"","Entry","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Entry.name","Gene.names","Protein.names","Gene.ontology..GO.","USVI_118_A","UVI_092_B","UVI_094_B","UVI_096_B","UVI_108_B","UVI_132_B","UVI_092_C","UVI_094_C","UVI_100_C","UVI_102_C","UVI_104_C","UVI_106_C","UVI_108_C","UVI_132_C","UVI_136_C","UVI_138_C","UVI_106_D","Past_d1_A","Past_d2_A","Past_d3_A","Past_d6_A","Past_d7_A","O_d3_B","O_d6_B","O_d7_B","O_d8_B","Pstr_d7_B","M_d1_C","M_d3_C","M_d6_C","O_d1_C","O_d3_C","O_d6_C","O_d7_C","O_d8_C","Past_d1_D"
"11","A8I4E9",46.2597279932828,4.31520050847195,0.757225934156335,5.69869614051154,1.20727182071748e-08,1.92234820683475e-06,"CP100_CHLRE","FAP100 MIA1 CHLREDRAFT_186878","Cilia- and flagella-associated protein 100 (Flagella-associated protein 100) (Modifier of inner arms 1 protein) (Mia1p)","axonemal outer doublet [GO:0097545]; motile cilium [GO:0031514]; dynein complex binding [GO:0070840]; cell motility [GO:0048870]; cilium movement [GO:0003341]; inner dynein arm assembly [GO:0036159]; regulation of microtubule motor activity [GO:2000574]",6.868678891,7.648230599,7.591427315,7.225463473,7.190231441,3.908906198,4.866351764,4.630507721,5.180336633,4.983405187,4.847668252,4.898584208,5.113579218,4.533544611,4.67493764,4.528901788,6.806750878,6.721255652,7.529334785,7.297380147,6.270207774,8.467352943,3.908906198,3.908906198,3.908906198,3.908906198,7.147237095,4.208134801,4.104196213,4.120067282,3.908906198,3.908906198,3.908906198,3.908906198,3.994452899,3.908906198
"12","A8JF70",63.6575580953048,1.98829105184734,0.553677065639866,3.59106630062334,0.000329327838527721,0.00637110865189143,"ODA1_CHLRE","ODA1 DCC2 CHLREDRAFT_132719","Outer dynein arm protein 1 (Docking complex component 2)","outer dynein arm [GO:0036157]; cilium movement involved in cell motility [GO:0060294]; outer dynein arm assembly [GO:0036158]",6.764838749,7.828604965,8.096369809,7.603953679,8.965112758,3.908906198,4.521020135,4.759280709,4.976820525,4.792761996,5.049132652,5.226908456,4.959397175,5.946192553,5.629189784,5.860078369,7.497134477,6.809368016,7.374121477,7.302784284,6.401886747,7.592177851,3.908906198,3.908906198,3.908906198,3.908906198,8.163708908,4.275058639,4.104196213,4.15266168,4.406113679,4.265024004,4.20928645,4.038506218,4.165246565,3.908906198
"13","A8JQX3",49.0985618730133,1.33695825826605,0.364753776990793,3.66537193746399,0.00024697937712751,0.00511247310653946,"NOCT_DROME","cu CG31299","Nocturnin (EC 3.1.3.-) (Curled)","CCR4-NOT complex [GO:0030014]; cytoplasm [GO:0005737]; 3'-5'-exoribonuclease activity [GO:0000175]; metal ion binding [GO:0046872]; NADP phosphatase activity [GO:0019178]; NADPH phosphatase activity [GO:0102757]; locomotor rhythm [GO:0045475]; NADP metabolic process [GO:0006739]; nuclear-transcribed mRNA poly(A) tail shortening [GO:0000289]; response to light stimulus [GO:0009416]",7.231146244,6.961149929,6.585284533,6.181548316,3.908906198,3.908906198,5.850428038,6.038839768,6.147337926,7.087312872,6.647537074,6.79630784,6.818688464,6.34734533,6.399079507,6.419987802,5.158406702,7.162383276,7.358472659,7.350516057,6.006672384,7.672178246,3.908906198,3.908906198,3.908906198,3.908906198,5.514309281,6.056011613,6.095209835,5.984976178,5.032017093,4.974053094,5.088806686,5.055997255,5.341139559,3.908906198
"14","A9LNK9",24.7783904847117,3.25088120693204,0.91426149398104,3.55574551518786,0.000376908781185243,0.00712512490459775,"CPSF_ARATH","CPSF30 OXT6 At1g30460 F26G16.5 F26G16.6","30-kDa cleavage and polyadenylation specificity factor 30 (EC 3.1.21.-) (Protein OXIDATIVE STRESS TOLERANT 6) (Zinc finger CCCH domain-containing protein 11) (AtC3H11)","cytoplasm [GO:0005737]; mRNA cleavage and polyadenylation specificity factor complex [GO:0005847]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; calmodulin binding [GO:0005516]; DNA binding [GO:0003677]; endonuclease activity [GO:0004519]; endoribonuclease activity [GO:0004521]; metal ion binding [GO:0046872]; mRNA binding [GO:0003729]; N6-methyladenosine-containing RNA binding [GO:1990247]; RNA binding [GO:0003723]; mRNA 3'-end processing [GO:0031124]; mRNA polyadenylation [GO:0006378]; mRNA splicing, via spliceosome [GO:0000398]; plant-type hypersensitive response [GO:0009626]; positive regulation of plant-type hypersensitive response [GO:0034052]; positive regulation of programmed cell death [GO:0043068]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]; regulation of mRNA polyadenylation [GO:1900363]; regulation of mRNA splicing, via spliceosome [GO:0048024]; regulation of salicylic acid mediated signaling pathway [GO:2000031]; response to oxidative stress [GO:0006979]; RNA processing [GO:0006396]",5.801066454,7.16661515,6.78117114,6.604384112,6.429556171,3.908906198,3.908906198,4.555646156,5.461446559,5.434386504,5.357872578,5.368347227,5.419602204,4.827074147,4.548544849,4.623024458,5.750220629,5.945317143,6.284218034,5.665325792,5.503076245,5.278532443,3.908906198,3.908906198,3.908906198,3.908906198,8.163708908,3.908906198,4.104196213,3.908906198,3.908906198,3.908906198,3.908906198,3.908906198,3.908906198,3.908906198
"15","A9NUH8",684.279536254037,2.87549304922171,0.772282770450053,3.72336812272272,0.000196582565447589,0.00430609429075671,"METK1_PICSI","METK1","S-adenosylmethionine synthase 1 (AdoMet synthase 1) (EC 2.5.1.6) (Methionine adenosyltransferase 1) (MAT 1)","cytoplasm [GO:0005737]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; methionine adenosyltransferase activity [GO:0004478]; one-carbon metabolic process [GO:0006730]; S-adenosylmethionine biosynthetic process [GO:0006556]",10.14135615,10.59977014,10.71852847,9.946864519,10.60545347,13.40149018,3.908906198,3.908906198,3.908906198,3.908906198,3.908906198,3.908906198,3.908906198,3.908906198,3.908906198,3.908906198,10.01254886,9.933409545,10.05811654,9.766474669,9.495416174,10.45967521,3.908906198,3.908906198,3.908906198,3.908906198,10.01415955,3.908906198,3.908906198,3.908906198,3.908906198,3.908906198,3.908906198,3.908906198,3.908906198,7.696057867
"16","A9SMC8",59.9851151152657,2.88544246161669,0.769483978666969,3.74984085648585,0.00017694683052749,0.00398130368686852,"THI44_PHYPA","THI1-4 PHYPADRAFT_165702","Thiamine thiazole synthase 4, chloroplastic (EC 2.4.2.60) (Thiazole biosynthetic enzyme 4)","chloroplast stroma [GO:0009570]; cytosol [GO:0005829]; iron ion binding [GO:0005506]; transferase activity, transferring pentosyl groups [GO:0016763]; thiamine biosynthetic process [GO:0009228]; thiazole biosynthetic process [GO:0052837]",3.908906198,8.973185378,8.89937434,8.374915543,8.336302895,7.002190168,3.908906198,4.234300522,4.421202263,4.572187411,4.384456191,5.154618099,4.49839104,5.408055233,5.493192577,5.642081278,5.750220629,3.908906198,3.908906198,3.908906198,3.908906198,3.908906198,3.908906198,3.908906198,3.908906198,3.908906198,8.644894015,5.538541499,5.252149294,5.578267422,4.12506818,4.144791615,4.138497671,4.092126782,4.029869791,3.908906198
"17","B0BN18",24.8463234045025,3.12368617050069,0.91724957405215,3.40549209164647,0.000660449263880934,0.0109809636645264,"PFD2_RAT","Pfdn2","Prefoldin subunit 2","cytoplasm [GO:0005737]; cytosol [GO:0005829]; mitochondrion [GO:0005739]; nucleus [GO:0005634]; prefoldin complex [GO:0016272]; protein folding chaperone [GO:0044183]; unfolded protein binding [GO:0051082]; positive regulation of cytoskeleton organization [GO:0051495]; protein folding [GO:0006457]",3.908906198,7.807264624,7.743063947,6.931549295,6.861203037,3.908906198,4.866351764,4.697781975,3.908906198,4.330603587,4.184291521,3.908906198,4.307835103,4.98613165,5.108886199,5.356404149,3.908906198,3.908906198,3.908906198,3.908906198,3.908906198,3.908906198,3.908906198,3.908906198,3.908906198,3.908906198,8.264044535,4.182144609,4.104196213,4.312294583,4.282614363,3.908906198,4.059299649,4.038506218,4.057034064,3.908906198
"18","B0R0T1",27.6499892578894,1.94968924862617,0.606882876576583,3.21262853818572,0.00131526279161014,0.0176219674992426,"VWA8_DANRE","si:dkey-18l1.1","von Willebrand factor A domain-containing protein 8","cytoplasm [GO:0005737]; mitochondrion [GO:0005739]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]",4.794937481,7.432407365,7.382552794,6.953465908,7.875185991,7.838455848,4.866351764,3.908906198,5.133296173,4.634246771,4.184291521,4.436025944,4.49839104,4.879227977,4.703157583,5.122373286,5.963341902,4.564673343,4.816532523,4.751008882,4.253923357,4.612727019,3.908906198,3.908906198,3.908906198,3.908906198,6.978484564,4.081872132,4.104196213,4.120067282,4.085456672,4.087303818,4.121498574,4.113718694,4.280819568,3.908906198
"19","B2RC85",21.7811149912904,1.28583153828269,0.421905197133707,3.04767883168596,0.00230616259749336,0.0254600350763267,"R10B2_HUMAN","RSPH10B2","Radial spoke head 10 homolog B2","",3.908906198,7.60760275,7.732751036,7.078227562,7.875185991,3.908906198,4.655854658,5.311327155,4.976820525,4.944527757,4.725377401,4.847821625,4.772740641,4.444914273,4.387383246,4.416414113,3.908906198,3.908906198,3.908906198,3.908906198,3.908906198,3.908906198,3.908906198,3.908906198,3.908906198,3.908906198,5.315679126,5.104305451,4.800847018,5.106585838,4.679814116,4.667928081,4.643164956,4.48485768,4.697110048,3.908906198
"20","B3E099",268.073250899224,0.962487984675746,0.305644013621084,3.14904903018637,0.00163802710357096,0.0204877106005552,"KATG_METI4","katG Minf_2274","Catalase-peroxidase (CP) (EC 1.11.1.21) (Peroxidase/catalase)","catalase activity [GO:0004096]; heme binding [GO:0020037]; metal ion binding [GO:0046872]; hydrogen peroxide catabolic process [GO:0042744]; response to oxidative stress [GO:0006979]",3.908906198,7.085611219,6.697515847,6.036205557,9.401309269,3.908906198,8.578051509,8.451876551,10.1871388,10.34009965,10.13997513,10.16215754,10.01180978,8.840378163,8.180160557,8.844316198,3.908906198,3.908906198,3.908906198,3.908906198,3.908906198,3.908906198,3.908906198,3.908906198,3.908906198,3.908906198,6.786600679,7.820692992,7.655021879,7.709255793,7.277685408,7.490899822,7.665618492,7.699114649,7.072040242,3.908906198
"21","B8GV49",21.6123040403808,3.21928552721247,0.985215550937634,3.26759512083286,0.0010846541090136,0.0154549809980313,"RS17_THISH","rpsQ Tgr7_2315","30S ribosomal protein S17","ribosome [GO:0005840]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]",6.204574187,7.285202447,6.760725467,6.189171096,7.681301791,3.908906198,4.521020135,4.470155169,3.908906198,3.908906198,3.908906198,4.232817534,3.908906198,3.908906198,3.908906198,3.908906198,3.908906198,5.149772434,5.445187491,4.951340911,5.707850368,6.357315873,3.908906198,3.908906198,3.908906198,3.908906198,7.672712843,3.908906198,3.908906198,4.030892616,3.908906198,4.035092523,3.908906198,3.908906198,3.908906198,3.908906198
"22","B8NLM9",7056.21802993507,-2.28056173804159,0.808585225203416,-2.82043458989479,0.00479586497083191,0.0427906917656123,"ARTA_ASPFN","artA AFLA_092450","14-3-3 family protein artA","",10.17424854,8.044476785,8.189613157,7.362060126,9.199655711,3.908906198,7.696057867,7.497726741,6.487576598,6.325946783,6.807615095,6.257712775,6.420607071,7.371405662,7.077749306,7.62192385,3.908906198,10.25693313,10.46879002,10.49502447,10.77811733,10.68411718,13.13925542,17.13474873,15.76620022,15.04262258,5.965362853,5.955934934,5.526613282,5.99530873,8.281146105,7.94550464,7.328753207,7.697844307,6.931600218,3.908906198
"23","B9FMJ3",33.0983257908116,-1.22053619752913,0.410236669452093,-2.97520014278408,0.00292797447308908,0.030228963388002,"KN13A_ORYSJ","KIN13A SRS3 Os05g0154700 LOC_Os05g06280 OsJ_17169 OSJNBa0059G01.13 P0431G05.2","Kinesin-like protein KIN-13A (Protein SMALL AND ROUND SEED 3)","endoplasmic reticulum [GO:0005783]; Golgi stack [GO:0005795]; intracellular membrane-bounded organelle [GO:0043231]; microtubule [GO:0005874]; plasma membrane [GO:0005886]; secondary cell wall [GO:0009531]; ATP binding [GO:0005524]; microtubule binding [GO:0008017]; microtubule motor activity [GO:0003777]; metaxylem development [GO:0090058]; microtubule depolymerization [GO:0007019]; microtubule-based movement [GO:0007018]; plant-type secondary cell wall biogenesis [GO:0009834]; regulation of cell wall organization or biogenesis [GO:1903338]; trichome morphogenesis [GO:0010090]",3.908906198,3.908906198,3.908906198,3.908906198,3.908906198,3.908906198,5.464170698,6.157635929,6.422736905,7.263274229,6.598176258,6.494138574,6.818688464,7.074282054,6.703847855,6.832681342,3.908906198,3.908906198,3.908906198,3.908906198,3.908906198,3.908906198,3.908906198,3.908906198,3.908906198,3.908906198,3.908906198,6.576620236,6.562267783,6.522846209,6.065878994,6.294803282,6.466486473,6.169299366,6.49152838,3.908906198
"24","C5DAE0",36.9808657751451,1.59123132898686,0.513554923892025,3.09846377662502,0.00194526748791975,0.0226856546478529,"MQO_GEOSW","mqo GWCH70_1433","Probable malate:quinone oxidoreductase (EC 1.1.5.4) (MQO) (Malate dehydrogenase [quinone])","malate dehydrogenase (menaquinone) activity [GO:0052589]; malate dehydrogenase (quinone) activity [GO:0008924]; tricarboxylic acid cycle [GO:0006099]",7.067360699,7.274823321,7.658396667,7.101904192,7.456871385,3.908906198,3.908906198,4.234300522,4.629694669,4.634246771,4.45720755,4.694258316,4.524220699,5.081793701,4.960301834,5.213657691,5.158406702,7.01951501,7.136124769,6.983375011,6.497299744,6.942694447,3.908906198,3.908906198,3.908906198,3.908906198,7.03701449,5.200347202,5.032398057,5.139368828,4.261350447,4.035092523,4.082539425,4.000562652,4.15062144,3.908906198
"25","D2Z027",108.727499137296,1.55787420159777,0.549524248844406,2.83495078674657,0.00458327454548481,0.0412744274309907,"DCSD_STRLA","dcsD","O-ureido-L-serine synthase (EC 2.6.99.3) (Cysteine synthase homolog DscD) (EC 2.5.1.47) (O-acetylserine sulfhydrylase)","cysteine synthase activity [GO:0004124]; antibiotic biosynthetic process [GO:0017000]; cysteine biosynthetic process from serine [GO:0006535]",7.589139914,8.708385966,8.931166125,8.309314288,9.047610544,7.838455848,4.343346651,4.368118271,6.406031692,6.660533125,6.589774544,6.421295719,6.285538916,4.366725634,4.387383246,4.779218273,4.939267412,7.890371682,7.924331155,7.714350438,8.054845072,7.321052333,3.908906198,3.908906198,3.908906198,8.124197463,8.467045896,5.320468311,5.084808989,5.160640285,4.21432081,4.411270531,4.196541513,4.038506218,4.270952519,3.908906198
"26","D3KCC4",90.941423381909,1.81212012383166,0.432868427970756,4.18630698553531,2.83529820246604e-05,0.00102070735288777,"CRNS1_CHICK","CARNS1 ATPGD1","Carnosine synthase 1 (EC 6.3.2.11) (ATP-grasp domain-containing protein 1)","ATP binding [GO:0005524]; ATPase activity [GO:0016887]; carnosine synthase activity [GO:0047730]; homocarnosine synthase activity [GO:0102102]; metal ion binding [GO:0046872]; carnosine biosynthetic process [GO:0035499]",9.164538541,7.956835576,8.05565521,7.113594902,7.190231441,3.908906198,5.176034218,4.630507721,5.563196669,5.744798689,5.504050249,5.191400252,4.886583188,4.827074147,4.919072416,4.705338822,6.449696021,8.612242642,8.679962684,8.19087674,9.135544976,8.114711468,3.908906198,3.908906198,3.908906198,3.908906198,6.196048882,4.794244306,4.805857788,4.822844649,4.55264526,4.306807259,4.441375452,4.274613756,4.576624666,3.908906198
"27","D3YXG0",127.755432967209,1.99247461098958,0.522252348567979,3.81515682304344,0.000136096474540609,0.00335380597975073,"HMCN1_MOUSE","Hmcn1","Hemicentin-1 (Fibulin-6) (FIBL-6)","adherens junction [GO:0005912]; basement membrane [GO:0005604]; cell cortex [GO:0005938]; cell junction [GO:0030054]; cleavage furrow [GO:0032154]; collagen-containing extracellular matrix [GO:0062023]; extracellular region [GO:0005576]; calcium ion binding [GO:0005509]; cell cycle [GO:0007049]; cell division [GO:0051301]; heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0007157]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; response to bacterium [GO:0009617]",6.743106742,9.552361688,9.670288785,9.19726118,9.632622806,7.002190168,4.655854658,5.17246914,5.595237975,6.074879884,5.401607963,5.631349854,5.802739502,6.119075965,5.914488804,5.872514481,8.480278889,6.664679904,7.381286217,7.286509628,6.307417498,7.181638949,3.908906198,3.908906198,3.908906198,3.908906198,8.93056399,4.991511622,4.972794775,4.560467349,4.72653196,4.326097191,4.686106416,4.285806272,4.784560613,3.908906198
"28","E2JA28",93.9224450637151,2.21912817213905,0.474368566653993,4.67806749463164,2.89591232036907e-06,0.000164233931593534,"DDAC_ENTAG","ddaC","Dapdiamide synthesis protein DdaC (EC 1.-.-.-)","oxidoreductase activity [GO:0016491]; antibiotic biosynthetic process [GO:0017000]",8.523414301,8.258446844,8.559047361,7.786726507,8.336302895,3.908906198,4.521020135,4.697781975,5.083922183,5.073978933,4.95408211,5.465970786,5.257148249,5.623495919,5.770525385,5.54907025,5.628161483,8.337535178,8.375253308,8.304946471,8.2168205,8.674969504,3.908906198,3.908906198,3.908906198,3.908906198,7.998678546,4.081872132,4.286295573,4.273999493,4.302707739,4.242129066,4.103004811,4.263059919,4.335150378,3.908906198
